Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Secretaría de Marina,SEMARMX,212150908889717,1578314,1593304,2020-04-08 10:59:19 CDT,Photo,263,2,14,127,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2537396076365177,"El Concurso Nacional Literario Memorias de ""El Viejo y La Mar"" fue todo un éxito, asimismo reconocemos el esfuerzo de todos los participantes. Ingresa a: https://bit.ly/2V8s3jm:=:https://www.gob.mx/semar/documentos/lista-de-ganadores-del-concurso-nacional-literario-memorias-de-el-viejo-y-la-mar-2020?idiom=es conoce a los ganadores. ¡Felicidades! #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2537395963031855/?type=3,,,,,,,406,406,-6.38
Secretaría de Marina,SEMARMX,212150908889717,1582316,1597481,2020-04-25 12:05:07 CDT,Photo,222,9,69,98,0,0,2,0,1,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2573999809371470,"Eres médico general y tienes vocación de servicio; entonces está es tu oportunidad para servir a tu Nación en Hospitales Navales de Matamoros, Puerto Vallarta, Lázaro Cárdenas y Tampico. Para mayor información llama al: 5556246500 ext. 7958",https://www.facebook.com/SEMARMX/photos/a.438666452904827/2573999669371484/?type=3,,,,,,,401,401,-6.46
Secretaría de Marina,SEMARMX,212150908889717,1568244,1582945,2020-03-09 10:51:38 CST,Photo,260,0,14,117,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2474966475941471,#EnBreve No te pierdas la transmisión #EnVivo de la Ceremonia Conmemorativa del 50 Aniversario del Centro de Estudios Superiores Navales. #SoyNaval #ParaServirAMéxico,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2474966022608183/?type=3,,,,,,,391,391,-6.62
Secretaría de Marina,SEMARMX,212150908889717,1665166,1685077,2020-10-30 15:01:28 CST,Photo,279,2,4,94,0,1,0,0,8,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3078477562257023,#QueNoSeTePase Síguenos en nuestras redes sociales de #Facebook #Twitter #Instagram #YouTube y recuerda verificar la palomita azul de autenticidad. #SoyNaval,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3078458222258957/?type=3,,,,,,,388,388,-6.93
Secretaría de Marina,SEMARMX,212150908889717,1597348,1627236,2020-06-19 13:59:48 CDT,Photo,232,14,17,97,3,1,0,0,16,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2704842789620504,Pon a prueba tu agilidad mental y resuelve el #RetoMarinero #SoyNaval,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2704838929620890/?type=3,,,,,,,380,380,-6.81
Secretaría de Marina,SEMARMX,212150908889717,1600102,1630172,2020-06-26 13:15:18 CDT,Photo,199,54,35,76,1,1,1,1,8,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2723091971128919,"#Entérate ya tenemos a los ganadores del XLIII Concurso Nacional de Pintura Infantil ""El Niño y La Mar"", ingresa a: https://bit.ly/2Vm9bOV:=:https://www.gob.mx/semar/documentos/xliii-concurso-nacional-de-pintura-infantil?idiom=es y conócelos. ¡Felicidades!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2723085744462875/?type=3,,,,,,,376,376,-6.89
Secretaría de Marina,SEMARMX,212150908889717,1582139,1597293,2020-04-24 14:35:43 CDT,Photo,204,13,37,95,0,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2572091762895608,"#QueNoSeTePase El Concurso Nacional de Pintura Infantil “El Niño y La Mar” ya comenzó, si conoces a alguien que tenga de 6 a 12 años de edad ¡motívalo a participar! Es muy importante que conozcas las bases, por ello ingresa a: https://bit.ly/3519Rg4:=:https://www.gob.mx/semar/documentos/xliii-concurso-nacional-de-pintura-infantil #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2572088326229285/?type=3,,"MARINA MARINA Participa en el XLIII Concurso Nacional de Pintura infantil ""El Niño y La Mar""",,,,,350,350,-7.4
Secretaría de Marina,SEMARMX,212150908889717,1566221,1580832,2020-02-29 12:15:19 CST,Photo,253,3,20,71,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2457217464383039,"En este #FelizSábado te invitamos a cerrar tu día con broche de oro, en nuestra #NocheDeMuseo. Ven en compañía de tu familia y disfruta de las diferentes actividades que tenemos preparadas para ti. ¡No faltes!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2457210431050409/?type=3,,,,,,,347,347,-7.46
Secretaría de Marina,SEMARMX,212150908889717,1590948,1606439,2020-05-27 10:19:51 CDT,Photo,221,5,35,69,1,0,0,0,15,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2647547398683377,"#ÚltimosDías, si eres mexicano de nacimiento y tienes entre 6 y 12 años de edad, te invitamos a participar en el XLIII Concurso Nacional “El Niño y La Mar” 2020, la convocatoria cierra el 05 de junio. Consulta las bases en https://bit.ly/2zTLqWr:=:https://www.gob.mx/semar/documentos/xliii-concurso-nacional-de-pintura-infantil ¡No te quedes fuera y participa!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2647547022016748/?type=3,,,,,,,346,346,-7.48
Secretaría de Marina,SEMARMX,212150908889717,1585942,1601314,2020-05-15 12:05:00 CDT,Photo,181,3,23,114,0,0,0,0,18,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2618478188256965,"Hoy y siempre disfrutemos los momentos en familia, pues el amor de ésta, es lo más preciado que tiene una persona. Feliz #DiaInternacionalDeLaFamilia.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2618473968257387/?type=3,,,,,,,339,339,-7.64
Secretaría de Marina,SEMARMX,212150908889717,1565553,1580119,2020-02-26 18:03:33 CST,Photo,239,2,13,74,3,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2451638514940934,Asiste mañana al Estadio #FrayNano a las 14:00 hrs; y apoya a nuestra Selección de beisbol que se enfrentará con la Selección Olímpica de Cuba. #NoFaltes #EntradaLibre,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2451635758274543/?type=3,,,,,,,332,332,-7.8
Secretaría de Marina,SEMARMX,212150908889717,1581189,1596280,2020-04-19 12:34:23 CDT,Photo,193,11,33,83,0,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2561262900645161,"Invita a los pequeños del hogar a que participen en el XLIII Concurso Nacional de Pintura Infantil ""El Niño y La Mar”. Recuerda que en esta ocasión la entrega de proyectos es digital. Consulta las bases en https://bit.ly/2Ka9xlH:=:https://www.gob.mx/semar/documentos/xliii-concurso-nacional-de-pintura-infantil?idiom=es",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2561242947313823/?type=3,,,,,,,321,321,-8.07
Secretaría de Marina,SEMARMX,212150908889717,1731726,1764364,2021-02-22 14:02:41 CST,Photo,208,0,23,86,0,0,0,0,2,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3369095763195200,#QueNoSeTePase Tienes hasta el 19 de marzo para participar en el Concurso Nacional Literario “El Viejo y La Mar” Forma parte de los #200AñosDeLaArmada #ParaServirAMéxico,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3369095656528544/?type=3,,"Enel el marco de la celebración de los #200AñosDeLaArmada, aArmada, invitamos a personas mayores de 60 años a participar en el XIII Concurso Nacional Literario Memorias El Vajpoy la Mar ¡Envía tu texto del 8 febrero al 19 de marzo de 2021! #SOYNAVAL #SOY NAVAL",,,,,319,319,-5.4
Secretaría de Marina,SEMARMX,212150908889717,1594835,1610410,2020-06-04 12:50:04 CDT,Photo,193,6,21,73,1,0,1,0,15,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2667160433388740,"#ÚltimosDías No te quedes fuera tienes hasta el viernes 5 de junio, aún puedes participar en el XLIII Concurso Nacional de Pintura Infantil “El Niño y La Mar” 2020. Consulta las bases en https://bit.ly/2zTLqWr:=:https://www.gob.mx/semar/documentos/xliii-concurso-nacional-de-pintura-infantil",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2667154660055984/?type=3,,,,,,,310,310,-8.35
